,0
0,0.554006968641115
1,0.5534262485481998
2,0.5807200929152149
3,0.5795586527293844
4,0.5807200929152149
5,0.5650406504065041
6,0.573170731707317
7,0.5804764671702498
8,0.5461940732132481
9,0.5883720930232558
