,0
0,0.6184668989547039
1,0.6056910569105691
2,0.6277584204413472
3,0.6062717770034843
4,0.6382113821138211
5,0.5063879210220673
6,0.5740848343986055
7,0.6345148169668797
8,0.6391632771644393
9,0.5961650203370134
