,0
0,0.5673635307781649
1,0.5714285714285714
2,0.5685249709639953
3,0.5720092915214866
4,0.5557491289198606
5,0.5720092915214866
6,0.5653689715281813
7,0.5717606042998257
8,0.5723416618245206
9,0.5700174317257408
