,0
0,0.610917537746806
1,0.6300813008130082
2,0.6138211382113821
3,0.6202090592334495
4,0.5534262485481998
5,0.48664343786295006
6,0.6188262638001162
7,0.5630447414294015
8,0.6449738524113887
9,0.5560720511330621
