,HoldOut,Training
8700,0.4367816091954023,0.0018390804597701038
8800,0.43500000000000005,0.0018181818181818299
8900,0.4357303370786517,0.0017977528089887507
9000,0.4357777777777778,0.001777777777777767
9100,0.43670329670329666,0.0017582417582417964
9200,0.4391304347826087,0.0017391304347825765
9300,0.4434408602150538,0.0017204301075268713
9400,0.4417021276595745,0.0019148936170212405
9500,0.44147368421052635,0.002105263157894721
9600,0.4404166666666667,0.002291666666666692
9700,0.442680412371134,0.0022680412371134384
9800,0.4424489795918367,0.002448979591836764
9900,0.44121212121212117,0.00242424242424244
10000,0.44099999999999995,0.0026000000000000467
10100,0.4425742574257425,0.0027722772277227747
10200,0.4427450980392157,0.002941176470588225
10300,0.4464077669902913,0.002912621359223322
10400,0.44788461538461544,0.003076923076923088
10500,0.448952380952381,0.0030476190476190768
10600,0.450566037735849,0.003207547169811309
10700,0.451214953271028,0.003177570093457982
10800,0.45111111111111113,0.003148148148148122
10900,0.44862385321100917,0.003302752293578015
11000,0.4496363636363636,0.003454545454545488
11100,0.45099099099099094,0.0034234234234233885
11200,0.4514285714285714,0.0033928571428571974
11300,0.4545132743362832,0.0033628318584071337
11400,0.45333333333333337,0.0033333333333332993
11500,0.4542608695652174,0.0033043478260869064
11600,0.4560344827586207,0.0032758620689654627
11700,0.45641025641025645,0.0034188034188034067
11800,0.45644067796610166,0.003389830508474523
11900,0.45798319327731096,0.003361344537815114
12000,0.45699999999999996,0.003666666666666707
12100,0.45785123966942154,0.0036363636363636598
12200,0.4595081967213115,0.00360655737704918
12300,0.4565853658536585,0.0035772357723576897
12400,0.45612903225806456,0.003870967741935516
12500,0.4568,0.0038399999999999546
12600,0.45698412698412694,0.003809523809523818
12700,0.45732283464566925,0.0036220472440945395
12800,0.45906250000000004,0.003593749999999951
12900,0.45829457364341086,0.003875968992248069
13000,0.4598461538461538,0.004153846153846175
13100,0.46045801526717556,0.004122137404580117
13200,0.45833333333333337,0.00424242424242427
13300,0.4577443609022557,0.004511278195488688
13400,0.45895522388059706,0.004477611940298498
13500,0.45866666666666667,0.0042962962962962425
13600,0.4582352941176471,0.004264705882352948
13700,0.4576642335766423,0.004233576642335812
13800,0.45710144927536234,0.004202898550724643
13900,0.4581294964028777,0.004316546762589968
14000,0.4571428571428572,0.004285714285714337
14100,0.45659574468085107,0.004255319148936176
14200,0.4570422535211267,0.004225352112676051
14300,0.4570629370629371,0.004195804195804231
14400,0.45763888888888893,0.0043055555555555625
14500,0.4595862068965517,0.004275862068965464
14600,0.46041095890410955,0.004246575342465753
14700,0.4587755102040816,0.004353741496598618
14800,0.4586486486486486,0.004459459459459469
14900,0.45744966442953017,0.004697986577181235
15000,0.4569333333333333,0.0048000000000000265
15100,0.4568211920529801,0.004768211920529786
15200,0.45631578947368423,0.00473684210526315
15300,0.4566013071895425,0.004575163398692794
15400,0.45766233766233766,0.004675324675324721
15500,0.45780645161290323,0.004774193548387151
15600,0.4571794871794872,0.004743589743589793
15700,0.4552866242038217,0.004713375796178365
15800,0.4546835443037974,0.004556962025316413
15900,0.4543396226415094,0.00452830188679243
16000,0.45299999999999996,0.00462499999999999
16100,0.45130434782608697,0.004596273291925468
16200,0.4496296296296296,0.004814814814814827
16300,0.45104294478527607,0.004785276073619671
16400,0.4514634146341463,0.004756097560975614
16500,0.45127272727272727,0.004727272727272691
16600,0.451566265060241,0.004819277108433773
16700,0.45077844311377246,0.004910179640718604
16800,0.4503571428571429,0.0050000000000000044
16900,0.4511242603550296,0.004970414201183382
17000,0.45129411764705885,0.004941176470588227
17100,0.4515789473684211,0.005029239766081828
17200,0.45151162790697674,0.0048837209302325935
17300,0.45179190751445086,0.005086705202312136
17400,0.453103448275862,0.004942528735632168
17500,0.4522285714285714,0.00491428571428576
17600,0.4509090909090909,0.004886363636363633
17700,0.45062146892655364,0.004971751412429337
17800,0.4497752808988764,0.004943820224719064
17900,0.44960893854748607,0.004916201117318386
18000,0.4492222222222222,0.004888888888888943
18100,0.44828729281767954,0.004861878453038648
18200,0.447032967032967,0.0049450549450549275
18300,0.44622950819672136,0.0048087431693989435
18400,0.4444565217391304,0.0047826086956521685
18500,0.4421621621621622,0.004864864864864815
18600,0.4411827956989247,0.004838709677419395
18700,0.44128342245989305,0.004919786096256651
18800,0.4408510638297872,0.005212765957446797
18900,0.4404232804232804,0.005079365079365128
19000,0.43947368421052635,0.005157894736842139
19100,0.4389528795811518,0.005235602094240788
19200,0.43770833333333337,0.00520833333333337
19300,0.43792746113989633,0.0052849740932642275
19400,0.4367010309278351,0.005154639175257714
19500,0.4363076923076923,0.005230769230769261
19600,0.4368367346938775,0.0053061224489795444
19700,0.43593908629441624,0.00527918781725889
19800,0.43646464646464644,0.0053535353535353325
19900,0.43668341708542713,0.005326633165829153
20000,0.4366,0.005299999999999971
20100,0.43631840796019905,0.005373134328358176
20200,0.4346534653465347,0.005247524752475252
20300,0.4353694581280788,0.0052216748768473265
20400,0.4357843137254902,0.005392156862745079
20500,0.43580487804878054,0.005463414634146346
20600,0.4362135922330097,0.005631067961165082
20700,0.43603864734299513,0.005603864734299524
20800,0.4356730769230769,0.005576923076923035
20900,0.435311004784689,0.00555023923444975
21000,0.4352380952380952,0.005619047619047635
21100,0.4345023696682464,0.005592417061611399
21200,0.434433962264151,0.005566037735849072
21300,0.4341784037558686,0.005539906103286363
21400,0.43401869158878503,0.005327102803738271
21500,0.43488372093023253,0.005488372093023219
21600,0.4350925925925926,0.005462962962963003
21700,0.4355760368663595,0.005437788018433198
21800,0.4362385321100918,0.00532110091743121
21900,0.4359817351598173,0.005388127853881319
22000,0.4363636363636364,0.00545454545454549
22100,0.4371945701357466,0.005520361990950184
22200,0.4372072072072072,0.00540540540540535
22300,0.43650224215246636,0.005470852017937178
22400,0.436875,0.005446428571428519
22500,0.4371555555555555,0.005422222222222217
22600,0.4366371681415929,0.005309734513274322
22700,0.43674008810572684,0.005286343612334821
22800,0.43614035087719294,0.0052631578947368585
22900,0.43502183406113537,0.005240174672489051
23000,0.4344347826086956,0.00521739130434784
23100,0.43359307359307364,0.0051948051948051965
23200,0.4319827586206897,0.005172413793103403
23300,0.4310729613733906,0.0051502145922747156
23400,0.43196581196581196,0.005213675213675217
23500,0.43157446808510636,0.0052765957446808676
23600,0.4309322033898305,0.005254237288135566
23700,0.43147679324894517,0.005147679324894461
23800,0.43109243697478994,0.005210084033613449
23900,0.43071129707112976,0.005188284518828468
24000,0.43100000000000005,0.005249999999999977
24100,0.4302904564315353,0.005145228215767683
24200,0.43049586776859505,0.005123966942148783
24300,0.4303703703703704,0.005185185185185182
24400,0.4297540983606557,0.005163934426229533
24500,0.43036734693877554,0.005224489795918386
24600,0.43105691056910567,0.005203252032520367
24700,0.4311740890688259,0.0052631578947368585
24800,0.430483870967742,0.0053225806451613344
24900,0.4298795180722892,0.005461847389558239
25000,0.42991999999999997,0.00544
25100,0.43051792828685254,0.00541832669322706
25200,0.4298412698412698,0.005317460317460276
25300,0.4296442687747035,0.00521739130434784
25400,0.4296062992125984,0.005196850393700769
25500,0.4297254901960784,0.005333333333333301
25600,0.42859375,0.005234375000000013
