,HoldOut,Training
12100,0.3743801652892562,0.3596694214876033
12200,0.3819672131147541,0.36901639344262294
12300,0.40796747967479674,0.3865040650406504
12400,0.4185483870967742,0.407258064516129
12500,0.40224000000000004,0.37936000000000003
12600,0.39603174603174607,0.3761904761904762
12700,0.390236220472441,0.3680314960629921
12800,0.38078124999999996,0.36546875
12900,0.4313178294573643,0.4527131782945737
13000,0.4110769230769231,0.41292307692307695
13100,0.46076335877862595,0.4112977099236641
13200,0.401969696969697,0.405
13300,0.40646616541353386,0.4018045112781955
13400,0.43492537313432833,0.41761194029850746
13500,0.4097777777777778,0.4219259259259259
13600,0.39455882352941174,0.3695588235294117
13700,0.3856934306569343,0.3719708029197081
13800,0.3979710144927536,0.39159420289855074
13900,0.418705035971223,0.41007194244604317
14000,0.3771428571428571,0.35657142857142854
14100,0.4083687943262412,0.35418439716312056
14200,0.3891549295774648,0.3602816901408451
14300,0.3839160839160839,0.35818181818181816
14400,0.38111111111111107,0.34958333333333336
14500,0.39889655172413796,0.38524137931034486
14600,0.3898630136986302,0.36534246575342466
14700,0.4429931972789115,0.43061224489795913
14800,0.4755405405405405,0.47040540540540543
14900,0.37892617449664434,0.3536912751677852
15000,0.3825333333333333,0.3554666666666667
15100,0.4011920529801325,0.3822516556291391
15200,0.38855263157894737,0.36236842105263156
15300,0.38901960784313727,0.36300653594771237
15400,0.3751948051948052,0.3616883116883117
15500,0.3816774193548387,0.36038709677419356
15600,0.4044871794871795,0.38243589743589745
15700,0.3747770700636943,0.3606369426751592
15800,0.38341772151898734,0.36632911392405065
15900,0.410188679245283,0.38628930817610063
16000,0.40137500000000004,0.4175
16100,0.47652173913043483,0.4465838509316771
16200,0.40975308641975305,0.4093827160493827
16300,0.3857668711656441,0.34846625766871164
16400,0.459390243902439,0.44756097560975605
16500,0.4015757575757576,0.356
16600,0.38903614457831326,0.3891566265060241
16700,0.46514970059880234,0.44059880239520954
16800,0.47130952380952384,0.4398809523809524
16900,0.43810650887573965,0.441301775147929
17000,0.37882352941176467,0.348
17100,0.45239766081871347,0.4300584795321637
17200,0.4596511627906976,0.4620930232558139
17300,0.3894797687861272,0.36323699421965316
17400,0.48114942528735627,0.4796551724137931
17500,0.4734857142857143,0.45188571428571433
17600,0.4,0.3978409090909091
17700,0.45333333333333337,0.4112994350282486
17800,0.38865168539325845,0.3867415730337078
17900,0.4527374301675978,0.4223463687150838
18000,0.42066666666666663,0.35611111111111116
18100,0.40342541436464086,0.350828729281768
18200,0.3810989010989011,0.3678021978021978
18300,0.37945355191256835,0.36808743169398905
18400,0.4827173913043479,0.4391304347826087
18500,0.3902702702702703,0.3595675675675676
18600,0.37752688172043014,0.3676344086021506
18700,0.4189304812834225,0.43272727272727274
18800,0.43978723404255315,0.36808510638297876
18900,0.3880423280423281,0.364021164021164
19000,0.4358947368421052,0.3566315789473684
19100,0.4721465968586387,0.44439790575916227
19200,0.40885416666666663,0.3547916666666666
19300,0.3784455958549223,0.36694300518134715
19400,0.48092783505154635,0.418041237113402
19500,0.49148717948717946,0.44974358974358974
19600,0.41612244897959183,0.3727551020408163
19700,0.3761421319796955,0.3674111675126903
19800,0.5133333333333333,0.4582828282828283
19900,0.3941708542713568,0.39949748743718594
20000,0.41379999999999995,0.35550000000000004
20100,0.40577114427860694,0.34925373134328364
20200,0.3810891089108911,0.3711881188118812
20300,0.3819704433497537,0.3848275862068965
20400,0.4558823529411765,0.42284313725490197
20500,0.5056585365853659,0.36497560975609755
20600,0.42834951456310677,0.36417475728155335
20700,0.45275362318840584,0.3575845410628019
20800,0.4075961538461539,0.38086538461538466
20900,0.4658373205741627,0.3664114832535885
21000,0.4033333333333333,0.34752380952380957
21100,0.4208530805687204,0.37165876777251183
21200,0.4795283018867924,0.43688679245283024
21300,0.4606572769953051,0.3687323943661972
21400,0.3951401869158878,0.36317757009345797
21500,0.4602790697674418,0.4057674418604651
21600,0.4028703703703703,0.36537037037037035
21700,0.4730875576036866,0.4313364055299539
21800,0.44128440366972477,0.35247706422018343
21900,0.4294063926940639,0.37123287671232874
22000,0.49163636363636365,0.4124545454545454
22100,0.40542986425339367,0.3611764705882353
22200,0.4738738738738739,0.3722522522522522
22300,0.3977578475336323,0.36663677130044847
22400,0.43616071428571423,0.35562499999999997
22500,0.3904888888888889,0.3501333333333333
22600,0.427787610619469,0.3653097345132743
22700,0.44546255506607935,0.3650220264317181
22800,0.4218421052631579,0.3592982456140351
22900,0.4339737991266376,0.3743231441048035
23000,0.4761739130434782,0.41895652173913045
23100,0.3855411255411255,0.367012987012987
23200,0.3955172413793103,0.36844827586206896
23300,0.4552789699570815,0.41656652360515023
23400,0.4637606837606838,0.4607692307692308
23500,0.3805957446808511,0.37472340425531914
23600,0.4103389830508475,0.3622881355932204
23700,0.5106329113924051,0.48987341772151893
23800,0.5071428571428571,0.45680672268907563
23900,0.5010878661087865,0.4194979079497908
24000,0.396,0.37450000000000006
24100,0.38796680497925307,0.384149377593361
24200,0.382396694214876,0.3779338842975206
24300,0.4784362139917695,0.3889711934156379
24400,0.4295901639344263,0.38024590163934424
24500,0.40538775510204084,0.35730612244897964
24600,0.3897560975609756,0.36544715447154474
24700,0.3897975708502024,0.3863967611336032
24800,0.3907258064516129,0.3976612903225807
24900,0.38987951807228916,0.3988755020080321
25000,0.39088,0.37856
25100,0.4862948207171315,0.4537051792828686
25200,0.3820634920634921,0.3691269841269841
25300,0.3753359683794466,0.36395256916996044
25400,0.39543307086614177,0.371496062992126
25500,0.3930196078431373,0.3534117647058823
25600,0.39078124999999997,0.38265625000000003
